local_timestamp,Generator_Frequency,Generator_Avg_Voltage,Generator_Apparent_Power,Generator_Avg_Active_Power,Generator_Avg_Reactive_Power,Mains_Frequency,Mains_Avg_Voltage,Mains_Active_Energy
2021-10-06 21:06:28-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06 21:06:29-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06 21:06:30-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06 21:06:31-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06 21:06:32-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
